pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,pl_trandur,pl_ratdor
Kepler-603,Transit,3,6.21712920,,,,0.118,5808.00,1.01,1.01,0.1542100,
Kepler-604,Transit,1,25.85501786,,,,0.231,5890.00,1.02,1.03,0.1635960,
Kepler-605,Transit,2,3.38353807,,,,0.128,5462.00,0.91,0.88,0.0598540,
Kepler-605,Transit,2,2.35895152,,,,0.077,5462.00,0.91,0.88,0.0680400,
Kepler-606,Transit,1,24.31575992,,,,0.295,6161.00,1.13,1.22,0.1724290,
Kepler-607,Transit,1,0.63816320,,,,0.078,5196.00,0.84,0.80,0.0493290,
Kepler-608,Transit,1,6.41251504,,,,0.325,5820.00,1.00,1.01,0.2211960,
Kepler-609,Transit,1,6.52121067,,,,0.299,5971.00,1.09,1.14,0.1170460,
Kepler-61,Transit,1,59.87756000,,0.250000,,0.192,4017.00,0.64,0.62,0.2019000,90.600000
Kepler-610,Transit,2,6.99692655,,,,0.374,5943.00,1.10,1.13,0.1140710,
Kepler-610,Transit,2,151.86392000,,,,0.294,5943.00,1.10,1.13,0.3592500,
Kepler-611,Transit,1,2.43703330,,,,0.147,5761.00,1.01,1.01,0.1333700,
Kepler-612,Transit,1,3.72215641,,,,0.253,5693.00,0.98,0.96,0.0829630,
Kepler-613,Transit,1,15.77979614,,,,0.204,5723.00,0.98,0.96,0.1680580,
Kepler-614,Transit,1,14.03491514,,,,0.213,5268.00,0.85,0.81,0.1491460,
Kepler-615,Transit,1,10.35584657,,,,0.155,4655.00,0.73,0.69,0.1171710,
Kepler-616,Transit,2,9.99761851,,,,0.217,5753.00,0.98,0.97,0.1351210,
Kepler-616,Transit,2,90.41135560,,,,0.304,5753.00,0.98,0.97,0.2717900,
Kepler-617,Transit,1,1.68269615,,,,0.118,3712.00,0.51,0.48,0.0575000,
Kepler-618,Transit,1,3.59576964,,,,0.232,5860.00,1.05,1.08,0.1385380,
Kepler-619,Transit,2,5.40427220,,,,0.282,5980.00,1.09,1.11,0.1031170,
Kepler-619,Transit,2,1.20846503,,,,0.151,5980.00,1.09,1.11,0.0629370,
Kepler-62,Transit,5,5.71493200,0.055300,,0.03000,0.117,4925.00,0.69,0.64,0.0963000,18.700000
Kepler-62,Transit,5,12.44170000,0.092900,,0.01300,0.048,4925.00,0.69,0.64,0.1258000,31.400000
Kepler-62,Transit,5,18.16406000,0.120000,,0.04400,0.174,4925.00,0.69,0.64,0.1238000,40.400000
Kepler-62,Transit,5,122.38740000,0.427000,,0.11300,0.144,4925.00,0.69,0.64,0.2883000,144.000000
Kepler-62,Transit,5,267.29100000,0.718000,,0.11000,0.126,4925.00,0.69,0.64,0.3108000,243.000000
Kepler-620,Transit,1,12.91375431,,,,0.296,6155.00,1.15,1.22,0.2517500,
Kepler-621,Transit,1,2.62811375,,,,0.205,4521.00,0.72,0.68,0.0772830,
Kepler-622,Transit,1,14.28226676,,,,0.190,4201.00,0.64,0.61,0.1141580,
Kepler-623,Transit,1,9.07097734,,,,0.269,5443.00,0.90,0.86,0.1128540,
Kepler-624,Transit,1,14.58649607,,,,0.206,6117.00,1.10,1.18,0.1683040,
Kepler-625,Transit,2,7.75192492,,,,0.178,5789.00,1.04,0.96,0.1452040,
Kepler-625,Transit,2,4.16536510,,,,0.094,5789.00,1.04,0.96,0.1370630,
Kepler-626,Transit,1,14.48585199,,,,0.204,5813.00,1.01,1.05,0.1130960,
Kepler-627,Transit,1,40.69944430,,,,0.333,6424.00,1.30,1.49,0.3003300,
Kepler-628,Transit,1,15.45805670,,,,0.749,5721.00,1.00,1.28,0.3665029,
Kepler-629,Transit,1,7.23858540,,,,0.123,5444.00,0.93,0.84,0.1294540,
Kepler-63,Transit,1,9.43415050,0.080000,0.450000,0.37800,0.545,5576.00,0.98,0.90,0.1210000,19.120000
Kepler-630,Transit,1,161.47439370,,,,0.284,5829.00,1.02,1.04,0.4415800,
Kepler-631,Transit,1,17.97979059,,,,0.259,6185.00,1.24,1.33,0.2334210,
Kepler-632,Transit,1,30.99660733,,,,0.197,5322.00,0.91,0.84,0.1164960,
Kepler-633,Transit,1,8.50340718,,,,0.145,5899.00,1.02,1.15,0.1181080,
Kepler-634,Transit,1,5.16950177,,,,0.169,6075.00,1.03,1.24,0.1877900,
Kepler-635,Transit,1,23.44971004,,,,0.236,6174.00,1.33,1.51,0.3605210,
Kepler-636,Transit,1,16.08066115,,,,0.397,5203.00,0.85,0.80,0.1196120,
Kepler-637,Transit,1,23.20584623,,,,0.424,6096.00,1.64,2.56,0.1791580,
Kepler-638,Transit,1,6.07972888,,,,0.163,5382.00,0.88,0.93,0.3059620,
Kepler-639,Transit,1,10.21420496,,,,0.212,5896.00,1.14,1.29,0.2439920,
Kepler-640,Transit,1,22.24813967,,,,0.228,5653.00,1.01,0.94,0.1648540,
Kepler-641,Transit,1,9.48961571,,,,0.165,5713.00,1.02,1.13,0.1470080,
Kepler-642,Transit,1,4.41745855,,,,0.259,6570.00,1.40,1.66,0.1231790,
Kepler-643,Transit,1,16.33889626,,,,0.906,4908.00,1.00,2.52,0.3898960,
Kepler-644,Transit,1,3.17391710,,,,0.281,6747.00,1.49,1.81,0.1461080,
Kepler-645,Transit,1,3.27582262,,,,0.187,6170.00,1.13,1.21,0.1238380,
Kepler-646,Transit,1,15.87364565,,,,0.178,5634.00,0.93,0.91,0.1505170,
Kepler-647,Transit,1,16.22546490,,,,0.104,6020.00,1.03,1.07,0.2705400,
Kepler-648,Transit,1,17.42117490,,,,0.287,5741.00,1.05,0.98,0.2096790,
Kepler-649,Transit,1,29.90722674,,,,0.202,5871.00,0.97,0.94,0.2005000,
Kepler-65,Transit,4,2.15491000,0.035000,,,0.127,6211.00,1.25,1.41,0.1282000,10.526000
Kepler-65,Transit,4,5.85994400,0.068000,,,0.230,6211.00,1.25,1.41,0.1637000,10.309000
Kepler-65,Transit,4,8.13123000,0.084000,,,0.136,6211.00,1.25,1.41,0.1708000,12.821000
Kepler-65,Radial Velocity,4,258.80000000,,0.283000,0.82000,,6211.00,1.25,1.41,,
Kepler-650,Transit,1,3.03214559,,,,0.264,5849.00,1.08,1.35,0.1531830,
Kepler-651,Transit,1,21.38521506,,,,0.211,5522.00,0.92,0.87,0.1679630,
Kepler-652,Transit,1,4.18200253,,,,0.222,5490.00,0.97,0.88,0.0923540,
Kepler-653,Transit,2,14.70748976,,,,0.174,5665.00,1.02,1.19,0.1316000,
Kepler-653,Transit,2,0.90037648,,,,0.070,5665.00,1.02,1.19,0.0580400,
Kepler-654,Transit,1,13.72465129,,,,0.185,5865.00,1.04,1.11,0.2887330,
Kepler-655,Transit,1,46.40633580,,,,0.242,6170.00,1.15,1.24,0.2914210,
Kepler-656,Transit,1,1.26025909,,,,0.278,5281.00,0.86,0.82,0.0780920,
Kepler-657,Transit,1,24.54350418,,,,0.314,5808.00,1.01,1.01,0.3045670,
Kepler-658,Transit,1,1.28707676,,,,0.145,4103.00,0.63,0.60,0.0628580,
Kepler-659,Transit,1,17.67179600,,,,0.223,4870.00,0.79,0.74,0.1356420,
Kepler-66,Transit,1,17.81581500,0.135200,,,0.250,5962.00,1.04,0.97,,30.300000
Kepler-660,Transit,1,9.27358194,,,,0.229,4779.00,0.75,0.71,0.1375170,
Kepler-661,Transit,1,6.02930132,,,,0.274,4483.00,0.70,0.67,0.0658250,
Kepler-662,Transit,1,21.67697486,,,,0.194,4897.00,0.79,0.74,0.1302630,
Kepler-663,Transit,1,4.99678284,,,,0.232,5264.00,0.86,0.82,0.0871000,
Kepler-664,Transit,1,2.52559332,,,,0.237,5754.00,1.01,1.02,0.0661750,
Kepler-665,Transit,1,16.01310205,,,,0.232,4913.00,0.79,0.74,0.1277250,
Kepler-666,Transit,1,4.49876092,,,,0.214,5887.00,1.03,1.05,0.1596170,
Kepler-667,Transit,1,41.43962808,,,,0.422,5327.00,0.91,0.87,0.4436170,
Kepler-668,Transit,1,8.35390639,,,,0.241,5352.00,0.87,0.82,0.0946330,
Kepler-669,Transit,1,4.12554687,,,,0.431,6038.00,1.15,1.20,0.1307880,
Kepler-67,Transit,1,15.72590000,0.117100,,,0.262,5331.00,0.86,0.78,,32.400000
Kepler-670,Transit,1,2.81650485,,,,1.176,5709.00,0.99,0.99,0.1043842,
Kepler-671,Transit,1,4.28095859,,,,0.240,5624.00,0.97,0.95,0.1198040,
Kepler-672,Transit,1,38.37746230,,,,0.223,5627.00,0.95,0.92,0.2312000,
Kepler-673,Transit,1,3.72873109,,,,0.583,5355.00,0.88,0.84,0.1113920,
Kepler-674,Transit,1,2.24338185,,,,0.151,4192.00,0.60,0.57,0.0425210,
Kepler-675,Transit,1,2.33743801,,,,0.218,4945.00,0.79,0.75,0.0839200,
Kepler-676,Transit,1,11.59822172,,,,0.271,3701.00,0.51,0.49,0.1094000,
Kepler-677,Transit,1,6.57531678,,,,0.480,5723.00,1.00,0.99,0.1784870,
Kepler-678,Transit,1,7.27503724,,,,0.459,5520.00,0.94,0.91,0.3133580,
Kepler-679,Transit,1,12.39358604,,,,0.269,5403.00,0.87,0.84,0.1550920,
Kepler-68,Transit,3,5.39880000,,0.000000,0.02407,,5793.00,1.08,1.24,,
Kepler-68,Transit,3,9.60510000,,0.000000,0.00642,,5793.00,1.08,1.24,,
Kepler-68,Radial Velocity,3,634.60000000,,0.112000,0.77000,,5793.00,1.08,1.24,,
Kepler-680,Transit,1,3.68992629,,,,0.216,5890.00,1.08,1.11,0.1095250,
Kepler-681,Transit,1,26.39435646,,,,0.275,5021.00,0.80,0.76,0.1449370,
Kepler-682,Transit,1,12.61190667,,,,0.658,5559.00,0.92,0.89,0.2151500,
Kepler-683,Transit,1,2.53918318,,,,0.176,5703.00,0.96,0.95,0.0992900,
Kepler-684,Transit,1,6.77030201,,,,0.300,5493.00,0.89,0.86,0.0808250,
Kepler-685,Transit,1,1.62552220,,,,0.944,5963.00,1.11,1.16,0.0994937,
Kepler-686,Transit,1,1.59474546,,,,1.084,5649.00,0.94,0.92,0.0815040,
Kepler-687,Transit,1,20.50586978,,,,0.314,4841.00,0.77,0.73,0.1691750,
Kepler-688,Transit,1,3.89593684,,,,0.871,5715.00,0.98,0.96,0.0974540,
Kepler-689,Transit,1,22.36656079,,,,0.258,5518.00,0.91,0.88,0.2146200,
Kepler-69,Transit,2,13.72234100,0.094000,0.160000,,0.200,5638.00,0.81,0.93,,21.800000
Kepler-69,Transit,2,242.46130000,0.640000,0.140000,,0.153,5638.00,0.81,0.93,,148.000000
Kepler-690,Transit,1,7.74809437,,,,0.531,5913.00,1.11,1.16,0.1484620,
Kepler-691,Transit,1,8.11437900,,,,0.186,3715.00,0.53,0.50,0.0940800,
Kepler-692,Transit,1,21.81293494,,,,0.277,5440.00,0.90,0.86,0.1828790,
Kepler-693,Transit,1,15.37563332,,,,0.908,4881.00,0.76,0.72,0.1361370,
Kepler-694,Transit,1,6.36584161,,,,0.250,5700.00,0.97,0.95,0.1237380,
Kepler-695,Transit,1,3.04033042,,,,0.822,5181.00,0.84,0.80,0.0766420,
Kepler-696,Transit,1,4.19042557,,,,0.548,5903.00,1.06,1.08,0.1183460,
Kepler-697,Transit,1,3.70987065,,,,0.368,5513.00,0.92,0.88,0.1290000,
Kepler-698,Transit,1,16.32976218,,,,0.328,5612.00,0.94,0.91,0.2655400,
Kepler-699,Transit,1,27.80756293,,,,1.259,5330.00,0.81,0.78,0.1752420,
Kepler-7,Transit,1,4.88548920,0.060670,,0.44100,1.622,5933.00,1.36,1.97,,6.637000
Kepler-700,Transit,1,80.87206390,,,,0.534,5692.00,0.98,0.96,0.4630800,
Kepler-701,Transit,1,10.35533177,,,,0.253,5343.00,0.88,0.84,0.1428170,
Kepler-702,Transit,1,10.52629406,,,,0.818,5419.00,0.90,0.86,0.1050500,
Kepler-703,Transit,1,4.58352176,,,,0.732,6185.00,1.18,1.27,0.1131200,
Kepler-704,Transit,1,3.76182115,,,,0.233,5616.00,0.97,0.96,0.1412750,
Kepler-705,Transit,1,56.05605380,,,,0.188,3722.00,0.53,0.51,0.1914600,
Kepler-706,Transit,1,41.40831347,,,,1.175,5394.00,0.87,0.84,0.2092900,
Kepler-707,Transit,1,2.23749275,,,,0.119,5099.00,0.80,0.76,0.0760040,
Kepler-708,Transit,1,3.16789194,,,,0.261,5692.00,0.97,0.96,0.0911460,
Kepler-709,Transit,1,16.08524954,,,,0.261,5071.00,0.80,0.77,0.1485630,
Kepler-710,Transit,1,4.34728553,,,,0.168,5611.00,0.94,0.91,0.0864130,
Kepler-711,Transit,1,23.58914398,,,,0.304,5222.00,0.84,0.80,0.1983000,
Kepler-712,Transit,2,21.02247699,,,,0.304,5148.00,0.84,0.78,0.1704420,
Kepler-712,Transit,2,226.89047000,,,,0.433,5148.00,0.84,0.78,0.3135400,
Kepler-713,Transit,1,7.41114100,,,,0.221,5785.00,0.98,0.99,0.1035500,
Kepler-714,Transit,1,8.09888799,,,,0.863,5995.00,1.09,1.12,0.1756163,
Kepler-715,Transit,1,10.00652995,,,,0.335,5871.00,1.04,1.04,0.2174200,
Kepler-716,Transit,1,10.37168453,,,,0.259,5099.00,0.83,0.78,0.1269960,
Kepler-717,Transit,1,4.40840023,,,,0.216,5485.00,0.88,0.85,0.2055400,
Kepler-718,Transit,1,2.05234990,,,,1.477,6191.00,1.18,1.30,0.0866710,
Kepler-719,Transit,1,5.00731778,,,,0.760,5777.00,0.99,0.98,0.1759290,
Kepler-720,Transit,1,4.70832654,,,,0.750,5618.00,0.95,0.92,0.1322729,
Kepler-721,Transit,1,5.39202539,,,,0.236,5075.00,0.82,0.78,0.1242100,
Kepler-722,Transit,2,4.09357325,,,,0.235,5863.00,1.03,1.05,0.0952330,
Kepler-722,Transit,2,105.14474900,,,,0.252,5863.00,1.03,1.05,0.3016200,
Kepler-723,Transit,1,4.08227507,,,,1.088,5539.00,0.92,0.89,0.1349150,
Kepler-724,Transit,1,3.31494634,,,,0.294,5437.00,0.90,0.86,0.0711210,
Kepler-725,Transit,1,39.64317811,,,,0.948,5363.00,0.88,0.84,0.2694290,
Kepler-726,Transit,1,21.80451088,,,,0.291,5452.00,0.88,0.85,0.1413790,
Kepler-727,Transit,1,5.15448442,,,,0.226,5441.00,0.89,0.86,0.1202750,
Kepler-728,Transit,1,5.74347727,,,,0.298,5660.00,0.95,0.93,0.1438630,
Kepler-729,Transit,1,3.16635371,,,,0.319,5633.00,0.94,0.91,0.1376620,
Kepler-730,Transit,2,6.49168281,0.069400,,,1.100,5620.00,1.05,1.41,0.1804167,10.600000
Kepler-730,Transit,2,2.85188338,0.039970,,,0.140,5620.00,1.05,1.41,0.1150000,6.100000
Kepler-731,Transit,1,3.85560355,,,,1.238,5849.00,1.03,1.06,0.1337371,
Kepler-732,Transit,2,9.46781405,,,,0.194,3631.00,0.49,0.46,0.1018210,
Kepler-732,Transit,2,0.89304124,,,,0.113,3631.00,0.49,0.46,0.0460080,
Kepler-733,Transit,1,20.83424726,,,,0.252,5418.00,0.90,0.86,0.1697830,
Kepler-734,Transit,1,6.10485286,,,,0.318,5326.00,0.85,0.78,0.1948300,
Kepler-735,Transit,1,11.51516988,,,,0.263,5107.00,0.85,0.80,0.0841210,
Kepler-736,Transit,1,3.60147201,,,,0.261,5217.00,0.86,0.81,0.1050800,
Kepler-737,Transit,1,28.59915399,,,,0.175,3813.00,0.51,0.48,0.1526330,
Kepler-738,Transit,1,24.58721573,,,,0.223,5327.00,0.86,0.82,0.1611210,
Kepler-739,Transit,1,12.53248465,,,,0.296,5601.00,0.93,0.90,0.1670750,
Kepler-74,Transit,1,7.34071100,0.078100,0.000000,0.63000,0.960,6000.00,1.18,1.12,0.1284000,15.470000
Kepler-740,Transit,1,3.58410122,,,,0.408,5438.00,0.91,0.87,0.1143540,
Kepler-741,Transit,1,7.03902374,,,,0.265,6129.00,1.16,1.24,0.1620750,
Kepler-742,Transit,1,8.36086824,,,,0.289,4642.00,0.76,0.71,0.1125670,
Kepler-743,Transit,1,3.17926292,,,,0.108,5486.00,0.94,0.85,0.0427000,
Kepler-744,Transit,1,12.06222443,,,,0.145,5594.00,0.94,0.93,0.0875290,
Kepler-745,Transit,1,9.93143556,,,,0.193,5849.00,1.04,1.04,0.2357900,
Kepler-746,Transit,1,3.48159251,,,,0.099,5418.00,0.91,0.93,0.0766210,
Kepler-747,Transit,1,35.61760587,,,,0.470,5096.00,0.82,0.78,0.3508670,
Kepler-748,Transit,1,7.40742793,,,,0.225,5934.00,1.07,1.10,0.1491830,
Kepler-749,Transit,1,17.31716585,,,,0.277,5009.00,0.79,0.75,0.1316620,
Kepler-75,Transit,1,8.88491160,0.081800,0.570000,10.10000,1.050,5200.00,0.91,0.89,0.0866000,19.770000
Kepler-750,Transit,2,9.42887179,,,,0.274,6160.00,1.15,1.23,0.1838460,
Kepler-750,Transit,2,4.08899022,,,,0.145,6160.00,1.15,1.23,0.1443800,
Kepler-751,Transit,1,17.44490636,,,,0.219,5387.00,0.87,0.84,0.1707830,
Kepler-752,Transit,1,18.82747265,,,,0.251,5373.00,0.87,0.83,0.1971700,
Kepler-753,Transit,1,5.74772501,,,,0.170,4346.00,0.68,0.65,0.0759250,
Kepler-754,Transit,1,14.55962370,,,,0.179,5935.00,1.06,1.08,0.2400000,
Kepler-755,Transit,2,1.26909037,,,,0.157,5043.00,0.82,0.77,0.0655670,
Kepler-755,Transit,2,2.85313364,,,,0.112,5043.00,0.82,0.77,0.0598000,
Kepler-756,Transit,1,1.22486632,,,,0.100,5282.00,0.82,0.79,0.0709460,
Kepler-757,Transit,1,1.02267882,,,,0.121,6014.00,1.08,1.13,0.0558120,
Kepler-758,Transit,4,12.10971040,,,,0.221,6228.00,1.16,1.42,0.2420000,
Kepler-758,Transit,4,4.75793986,,,,0.151,6228.00,1.16,1.42,0.1948700,
Kepler-758,Transit,4,20.49661970,,,,0.189,6228.00,1.16,1.42,0.2658000,
Kepler-758,Transit,4,8.19347190,,,,0.136,6228.00,1.16,1.42,0.2102900,
Kepler-759,Transit,1,41.80598500,,,,0.203,5860.00,1.04,1.04,0.2555000,
Kepler-76,Orbital Brightness Modulation,1,1.54492980,0.027400,,2.01000,1.360,6409.00,1.20,1.32,,4.464000
Kepler-760,Transit,2,8.70419416,,,,0.273,5322.00,0.89,0.85,0.1239210,
Kepler-760,Transit,2,2.46697439,,,,0.132,5322.00,0.89,0.85,0.0651920,
Kepler-761,Transit,1,10.12804789,,,,0.181,5706.00,0.95,0.93,0.1401330,
Kepler-762,Transit,1,3.77055210,,,,1.131,5944.00,1.06,1.08,0.1594880,
Kepler-763,Transit,1,1.19655156,,,,0.109,5166.00,0.84,0.80,0.0495870,
Kepler-764,Transit,1,7.33683936,,,,0.146,5557.00,0.92,0.89,0.1463300,
Kepler-765,Transit,1,27.66552260,,,,0.217,5901.00,1.05,1.06,0.2711700,
Kepler-766,Transit,1,6.10027804,,,,0.302,5992.00,1.10,1.15,0.1978630,
Kepler-767,Transit,1,161.52801010,,,,0.592,5694.00,0.96,0.94,0.1538960,
Kepler-768,Transit,1,11.39100250,,,,0.160,5108.00,0.82,0.78,0.0957100,
Kepler-769,Transit,2,7.42608998,,,,0.261,6186.00,1.19,1.28,0.1542370,
Kepler-769,Transit,2,15.98701740,,,,0.160,6186.00,1.19,1.28,0.1782900,
Kepler-77,Transit,1,3.57878087,0.045010,0.000000,0.43000,0.960,5520.00,0.95,0.99,0.1222400,9.764000
Kepler-770,Transit,3,18.92540274,,,,0.205,5598.00,0.94,0.92,0.1558710,
Kepler-770,Transit,3,1.47532231,,,,0.107,5598.00,0.94,0.92,0.0969200,
Kepler-770,Transit,3,4.15244722,,,,0.125,5598.00,0.94,0.92,0.1079830,
Kepler-771,Transit,1,8.73485836,,,,0.162,5906.00,1.03,1.05,0.1851700,
Kepler-772,Transit,1,12.99207337,,,,0.162,5714.00,0.98,1.11,0.2493250,
Kepler-773,Transit,1,3.74910006,,,,0.128,5850.00,1.04,1.01,0.0768250,
Kepler-774,Transit,1,11.08957230,,,,0.283,6403.00,1.57,2.42,0.2642170,
Kepler-775,Transit,1,0.97486893,,,,0.106,5468.00,0.92,0.84,0.0665620,
Kepler-776,Transit,1,4.89718784,,,,0.114,5071.00,0.83,0.78,0.0749600,
Kepler-777,Transit,1,5.72812599,,,,0.131,4043.00,0.58,0.56,0.0825170,
Kepler-778,Transit,1,3.75574426,,,,0.150,5102.00,0.81,0.77,0.0957120,
Kepler-779,Transit,1,7.09714223,,,,0.082,3804.00,0.46,0.44,0.0935000,
Kepler-78,Transit,1,0.35500744,,,0.01000,0.100,5089.00,0.84,0.75,,2.660000
Kepler-780,Transit,1,0.67737516,,,,0.079,5769.00,1.01,1.02,0.0760120,
Kepler-781,Transit,1,13.21407320,,,,0.258,5162.00,0.81,0.78,0.1426710,
Kepler-782,Transit,1,158.68533080,,,,0.286,5867.00,0.98,1.01,0.4865400,
Kepler-783,Transit,1,4.29264638,,,,0.070,5521.00,0.93,0.89,0.1092500,
Kepler-784,Transit,1,31.59226460,,,,0.141,5674.00,1.00,1.32,0.5767000,
Kepler-785,Transit,1,1.97376093,,,,1.162,4739.00,0.77,0.71,0.0762150,
Kepler-786,Transit,1,53.52934870,,,,0.217,4838.00,0.81,0.74,0.2323700,
Kepler-787,Transit,1,0.92831050,,,,0.114,4248.00,0.65,0.62,0.0540000,
Kepler-788,Transit,1,8.39846269,,,,0.227,6159.00,1.16,1.23,0.2703300,
Kepler-789,Transit,1,8.63847725,,,,0.189,5870.00,1.01,1.02,0.2262540,
Kepler-79,Transit,4,13.48450000,0.117000,0.015000,0.03430,0.310,6174.00,1.17,1.30,,19.260000
Kepler-79,Transit,4,27.40290000,0.187000,0.030000,0.01900,0.332,6174.00,1.17,1.30,,30.900000
Kepler-79,Transit,4,52.09020000,0.287000,0.025000,0.01900,0.639,6174.00,1.17,1.30,,47.420000
Kepler-79,Transit,4,81.06590000,0.386000,0.012000,0.01300,0.311,6174.00,1.17,1.30,,63.680000
Kepler-790,Transit,1,13.73469807,,,,0.194,5208.00,0.84,0.80,0.0982250,
Kepler-791,Transit,1,14.55397590,,,,0.272,6383.00,1.30,1.47,0.2605800,
Kepler-792,Transit,1,11.30119217,,,,0.175,5971.00,1.09,1.12,0.1658000,
Kepler-793,Transit,1,4.24153639,,,,0.122,5745.00,0.98,0.97,0.1297900,
Kepler-794,Transit,1,11.13125132,,,,0.188,5839.00,1.19,1.38,0.1739620,
Kepler-795,Transit,1,29.61934210,,,,0.150,5631.00,0.94,0.96,0.2073670,
Kepler-796,Transit,1,6.40087618,,,,0.116,5475.00,0.93,1.09,0.1043250,
Kepler-797,Transit,1,27.07237711,,,,0.194,5680.00,0.96,0.95,0.2892900,
Kepler-798,Transit,1,13.71933369,,,,0.213,6224.00,1.19,1.29,0.2309420,
Kepler-799,Transit,1,133.46052350,,,,0.614,5681.00,0.95,0.93,0.4837900,
Kepler-8,Transit,1,3.52249910,0.047400,,0.59000,1.416,6213.00,1.21,1.49,,6.854000
Kepler-80,Transit,6,7.05246000,0.064800,,0.02180,0.238,4540.00,0.73,0.68,,
Kepler-80,Transit,6,9.52355000,0.079200,,0.02121,0.244,4540.00,0.73,0.68,,
Kepler-80,Transit,6,3.07222000,0.037200,,0.02124,0.136,4540.00,0.73,0.68,,
Kepler-80,Transit,6,4.64489000,0.049100,,0.01299,0.143,4540.00,0.73,0.68,,
Kepler-80,Transit,6,0.98678730,0.017500,,,0.108,4540.00,0.73,0.68,,
Kepler-80,Transit,6,14.64558000,,,,0.101,4540.00,0.73,0.68,0.0883333,45.000000
Kepler-800,Transit,1,14.13176026,,,,0.254,5315.00,0.85,0.82,0.1605800,
Kepler-801,Transit,1,11.41928253,,,,0.178,4435.00,0.67,0.63,0.1661120,
Kepler-802,Transit,1,40.05874730,,,,0.316,5507.00,0.93,0.90,0.2305400,
Kepler-803,Transit,1,50.28638192,,,,0.338,5919.00,1.05,1.12,0.2652830,
Kepler-804,Transit,2,14.37457351,,,,0.173,5817.00,1.01,1.05,0.1992500,
Kepler-804,Transit,2,9.65185017,,,,0.102,5817.00,1.01,1.05,0.1857100,
Kepler-805,Transit,1,30.86389310,,,,0.258,6112.00,1.19,1.65,0.3508700,
Kepler-806,Transit,1,8.09219642,,,,0.102,5770.00,0.99,1.16,0.2272900,
Kepler-807,Transit,1,117.93108781,,,,0.930,5965.00,1.04,1.06,0.2420460,
Kepler-808,Transit,1,0.63133235,,,,0.130,4653.00,0.76,0.71,0.0461500,
Kepler-809,Transit,1,55.63934000,,,,0.269,5734.00,0.99,0.98,0.2966200,
Kepler-81,Transit,3,5.95500000,,,,0.216,4500.00,,0.59,,
Kepler-81,Transit,3,12.04000000,,,,0.211,4500.00,,0.59,,
Kepler-81,Transit,3,20.83784600,0.128000,,,0.108,4500.00,,0.59,0.1071000,
Kepler-810,Transit,1,4.59725385,,,,0.172,5803.00,1.03,1.04,0.1176200,
Kepler-811,Transit,1,23.58447697,,,,0.241,5747.00,1.01,1.24,0.2276700,
Kepler-812,Transit,1,10.11716531,,,,0.317,6761.00,1.45,1.71,0.2057900,
Kepler-813,Transit,1,19.12947337,,,,0.191,5743.00,0.95,0.93,0.1565400,
Kepler-814,Transit,1,6.14698510,,,,0.189,6162.00,1.15,1.22,0.1413300,
Kepler-815,Transit,1,8.57503552,,,,0.367,5028.00,1.25,3.42,0.3560400,
Kepler-816,Transit,1,10.50682565,,,,0.914,5286.00,0.90,0.85,0.1559670,
Kepler-817,Transit,1,3.99010623,,,,0.806,5861.00,1.03,1.03,0.1011210,
Kepler-818,Transit,1,10.03538581,,,,0.456,5638.00,0.94,0.92,0.1424370,
Kepler-819,Transit,1,33.19956480,,,,0.246,5279.00,0.86,0.81,0.2088960,
Kepler-82,Transit,5,26.44000000,0.168300,0.003300,0.03823,0.363,,0.91,0.90,,
Kepler-82,Transit,5,51.54000000,0.262600,0.007000,0.04373,0.476,,0.91,0.90,,
Kepler-82,Transit,5,2.38296100,0.034000,,,0.158,,0.91,0.90,0.0844000,
Kepler-82,Transit,5,5.90220600,0.063000,,,0.220,,0.91,0.90,0.1178000,
Kepler-82,Transit Timing Variations,5,75.73200000,0.339500,0.001400,0.06576,,,0.91,0.90,,
Kepler-820,Transit,1,127.83380980,,,,0.543,6260.00,1.23,1.36,0.4532210,
Kepler-821,Transit,1,1.92279873,,,,0.117,5191.00,0.84,0.80,0.0799630,
Kepler-822,Transit,1,3.22296927,,,,0.158,5928.00,1.06,1.08,0.1190630,
Kepler-823,Transit,1,4.16809082,,,,0.140,5643.00,0.98,0.96,0.1134600,
Kepler-824,Transit,1,4.51436633,,,,0.167,6035.00,1.15,1.22,0.1231700,
Kepler-825,Transit,2,3.77360059,,,,0.136,5976.00,1.03,1.08,0.1118920,
Kepler-825,Transit,2,8.18182460,,,,0.164,5976.00,1.03,1.08,0.1024830,
Kepler-826,Transit,1,4.48758907,,,,0.112,6079.00,1.05,1.15,0.1179500,
Kepler-827,Transit,1,51.92927591,,,,0.502,5602.00,0.93,0.91,0.2211790,
Kepler-828,Transit,1,0.56785714,,,,0.135,5039.00,0.81,0.77,0.0411210,
Kepler-829,Transit,1,6.88337562,,,,0.188,5698.00,0.98,0.97,0.0935080,
Kepler-83,Transit,3,9.77000000,,,,0.252,4648.00,,0.59,,
Kepler-83,Transit,3,20.09000000,,,,0.211,4648.00,,0.59,,
Kepler-83,Transit,3,5.16979600,0.051000,,,0.173,4648.00,,0.59,0.0901000,
Kepler-830,Transit,1,11.29695137,,,,0.152,6037.00,1.07,1.11,0.1909600,
Kepler-831,Transit,1,5.62153941,,,,0.113,5732.00,0.99,0.97,0.0984920,
