pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
DH Tau b,DH Tau,1,1,Imaging,2004,,2.7,3496,,,2200,4371,1.37,0.68
DP Leo b,DP Leo,2,2,Eclipse Timing Variations,2009,10220,,,,0.39,,,,0.69
DP Leo b,DP Leo,2,2,Eclipse Timing Variations,2009,8693,,1995.88832,,,,,,
DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.1387,0.5,413,,,,5542,0.87,0.96
DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.138268,0.509,,,0,850,5428,0.96,1.01
DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.1375,,,,,694,5414,1.19,
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,28.1656,0.167,,,,,,,0.41
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,28.1696,,,,,,3587,0.46,0.45
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,3.883,,,,,,4670.35,0.69,0.74
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,2.13174,0.062,,,,,,,0.78
EPIC 201615463 c,K2-166,1,2,Transit,2019,3.80464,0.109,,,,,,,1.07
EPIC 201754305 d,K2-16,1,3,Transit,2019,2.71578,0.092,,,,,,,0.67
EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96165,,,,,,4292.67,0.72,0.67
EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96151,0.089,,,,,,,0.61
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.16888,,,,,,4763,0.74,0.77
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.16959,0.098,,,,,,,0.8
EPIC 205950854 c,K2-168,1,2,Transit,2019,8.0516,,,,,,5286.5,1,0.91
EPIC 205950854 c,K2-168,1,2,Transit,2019,8.050722,0.117,,,,961,5502.7,0.83,0.88
EPIC 205950854 c,K2-168,1,2,Transit,2019,8.0468,0.105,,,,,,,0.91
EPIC 206024342 b,EPIC 206024342,1,1,Transit,2019,4.50756,0.152,,,,,,,0.93
EPIC 206024342 b,EPIC 206024342,1,1,Transit,2019,4.50717,,,,,,5759,0.85,1.03
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,2.87814,0.09,,,,,,,0.22
EPIC 206042996 b,EPIC 206042996,1,1,Transit,2019,5.29853,,,,,,4055,0.67,0.63
EPIC 206042996 b,EPIC 206042996,1,1,Transit,2019,5.29711,0.145,,,,,,,0.56
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.25558,,,,,,3467,0.25,0.22
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.25372,0.08,,,,,,,0.41
EPIC 206317286 b,EPIC 206317286,1,1,Transit,2019,1.58316,,,,,,4864,0.76,0.79
EPIC 206317286 b,EPIC 206317286,1,1,Transit,2019,1.58252,0.086,,,,,,,0.71
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1686,,,,,,3811,0.6,0.59
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1595,,,,,,3811,0.6,0.59
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.16987,0.178,,,,,3811,0.6,0.59
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.169687,0.2,,,,,3880,,
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.169619,0.2,,,0.18,,3880,0.59,0.61
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.169861,0.177,,,0.06,,4148.21,0.57,0.66
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.17623917,,,,,,3811,0.6,0.59
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.492132,0.54,,,,,6128,1.36,1.16
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.50735025,,,,,,6128,1.36,1.16
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.491,,,,,,6128,1.36,1.16
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221,0.514,,,,817,6069,1.39,1.17
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49213,0.546,27,0.65,0,886,6025,1.38,1.18
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49183,,,,,,6128,1.36,1.16
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.491965,,,,,,6320,,
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.491795,0.52,,,,,6046,,
EPIC 212297394 b,EPIC 212297394,1,1,Transit,2019,2.28943,0.118,,,,,,,0.83
EPIC 212297394 b,EPIC 212297394,1,1,Transit,2019,2.28896,,,,,,5008,0.78,0.83
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.0971,,,,,,5915,1.22,1.08
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.0983,0.194,,,,,,,1.11
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,34.885,0.143,,,,,,,0.91
EPIC 212587672 b,EPIC 212587672,1,1,Transit,2019,15.2841,,,,,,6055,0.95,1.13
EPIC 212587672 b,EPIC 212587672,1,1,Transit,2019,15.2841,0.1,,,,,,,0.95
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,,,,,,4581,0.67,0.72
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,0.231,,,0.2,536,4684,0.67,0.69
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.60697954,,,,,,4581,0.67,0.72
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,0.24,,,0.2,316,4684,0.67,0.69
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.705386,,,,,,5317,0.97,0.92
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531,0.132,,,,,,,0.94
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571299,0.149,,,,,5590,0.91,0.97
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571308,0.13,,,0,,5590,0.83,0.93
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571331,0.162,,,,2119,5617,0.98,0.97
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571336,0.162,9,8.57,,2063,5496,0.95,0.92
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571292,0.136,8.36,13.1,0,2333,5470,0.87,0.94
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571,0.153,7.72,8.5,,,5496,0.98,0.9
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571336,0.16,,,,,5565,0.99,0.98
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571299,0.15,,,,,5590,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571285,,,,,,5565,0.99,0.98
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.3397,0.223,5.8,2,0.18,774,5470,0.87,0.94
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.339746,0.241,,,,,5590,0.91,0.97
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.341245,0.226,,,0,,5590,0.83,0.93
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.339079,0.244,,,,741,5617,0.98,0.97
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.338687,0.25,,,,,5565,0.99,0.98
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.3387,0.247,5.7,1.3,,722,5496,0.95,0.92
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.33877,,,,,,5565,0.99,0.98
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.339746,0.24,,,,,5590,,
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,1.051,953,3.1,,1401,6202,1.59,1.32
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650,1.11,4132,,0,183,4898,2.7,0.9
FU Tau b,FU Tau,1,1,Imaging,2008,,,5085,,,2375,2838,,0.05
Fomalhaut b,Fomalhaut,3,1,Imaging,2008,318280,1.2,826.3,,0.13,,,,2
Fomalhaut b,Fomalhaut,3,1,Imaging,2008,555530,,,,0.87,,,,1.92
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.62893,0.103,1.62,6,0,409,3270,0.21,0.18
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.6289287,0.128,1.63,3.1,,644,,0.26,0.18
GJ 1132 b,GJ 1132,1,2,Transit,2015,,,1.58,,,,,,
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.628931,,1.66,6.3,0.22,529,3270,0.21,0.18
GJ 1132 c,GJ 1132,1,2,Transit,2018,8.929,,,,0.27,300,3270,0.21,0.18
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,,,,0.38,,3287,0.36,0.34
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.397,,,,0.314,,3287,0.36,0.34
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,,,,0.342,,3287,0.36,0.34
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040494,,,,0,,3074,0.21,0.18
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.5803925,0.239,6.55,1.87,0.14,555,3026,0.21,0.16
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040482,0.203,6.43,3.03,,,,0.21,0.16
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040482,0.236,6.45,1.89,,,3170,0.18,0.16
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040456,0.254,6.26,1.49,,,3026,0.22,0.15
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040481,,,,,,3000,,
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040465,,,,0,,3074,0.21,0.18
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.5804049,0.24,,,,,,0.21,0.16
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040417,,,,,604,3250,0.22,0.18
GJ 1214 b,GJ 1214,1,1,Transit,2009,,,,,,,3026,0.2,
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.5804043,0.233,,,,,,0.2,
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040487,0.244,6.37,1.68,,547,2949,0.21,0.15
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040835,,,,,,3074,0.21,0.18
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040481,,,,,,3026,0.21,
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,,,,0.04,,3236,0.19,0.18
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,0.233,22.7,7,0.188,422,4640,0.69,0.73
GJ 143 b,GJ 143,1,2,Transit,2019,,,,,,358,4628.53,0.74,
GJ 143 b,GJ 143,1,2,Transit,2019,35.589,,30.63,,0.325,,,0.73,0.76
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,,,,0.094,,3607,0.38,0.38
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4433,,,,0,550,3567,0.39,0.38
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600,,,,0.27,,3607,0.38,0.38
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.2354,,,,0.06,,4347,,0.69
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,,,,0.073,,,,
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,,,,0.099,,,,
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,,,,0.373,,,,
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288,,,,0.21,,3370,0.38,0.36
GJ 180 b,GJ 180,1,2,Radial Velocity,2014,17.38,,,,0.11,,3371,,0.43
GJ 180 c,GJ 180,1,2,Radial Velocity,2014,24.329,,,,0.09,,3371,,0.43
GJ 229 b,GJ 229,2,1,Radial Velocity,2014,471,,,,0.1,,3564,,0.58
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.819,,,,0.08,,3542,,0.53
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,,,,0.1,,3382,0.29,0.29
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,,,,0.17,,3382,0.29,0.29
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,,,,0.511,350,5540,0.9,0.9
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,,,,0.19,,3717,0.5,0.68
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,,,,0.11,,3717,0.5,0.68
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,,,,0.32,,3717,0.5,0.68
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,692.9,,,,0.193,,,,0.26
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,692,,794.5,,0.11,,3510,,0.42
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,5312,,,,0.308,,,,0.24
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,10000,,,,0.81,,3510,,0.42
GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4100,,,,0.37,,3900,,0.69
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.6,,,,0.07,,3466,0.4,0.42
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.5987,,,,0.06,,3466,0.4,0.42
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,123.75,,,,0.33,,3466,0.4,0.42
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.6196,,,,0.11,,3466,0.4,0.42
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.1345,,,,0.12,,3466,0.4,0.42
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.2543,,,,0.21,,3466,0.4,0.42
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.3636,,,,0.23,,3159,0.12,0.16
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54,,,,0.17,,3159,0.12,0.16
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,,,,0.31,,3526,0.44,0.47
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.336649,,,,,,3552,0.5,0.5
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.33665,0.431,13.9,0.72,,,3600,0.57,0.54
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366487,0.346,13.73,1.18,0.017,604,3652,0.48,0.51
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.33714,0.37,14,1.07,0.051,615,3600,0.5,0.54
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.336649,0.385,14.1,0.94,,,,0.53,0.56
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,0.408,13.9,0.8,,594,3600,0.55,0.54
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.336665,,,,,,3552,0.5,0.5
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366413,,,,,,3552,0.5,0.5
GJ 3512 b,GJ 3512,1,1,Radial Velocity,2019,203.59,,,,0.4356,,3081,0.14,0.12
GJ 357 b,GJ 357,1,3,Transit,2019,3.93072,0.109,1.84,5.6,,525,3505,0.34,0.34
GJ 357 b,GJ 357,1,3,Transit,2019,3.930792,,,,,493,3505,0.35,
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,,,,,401,3505,0.34,0.34
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,,,,,220,3505,0.34,0.34
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,,8.4,,0.08,,,0.43,0.45
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,,,,0.07,,3324,0.28,0.27
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,,,,0.121,590,3867,0.61,0.63
GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977,,,,0,,3722,0.49,0.5
GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74,,,,0.049,,3722,0.49,0.5
GJ 411 b,GJ 411,1,1,Radial Velocity,2019,12.9532,,,,0.22,350,3563,0.39,0.39
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,26.161,,,,0.05,,3323,,0.35
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,,,,0.37,,3387,0.41,0.41
GJ 433 b,GJ 433,1,2,Radial Velocity,2011,7.3709,,,,0.08,,3600,,0.48
GJ 433 b,GJ 433,1,2,Radial Velocity,2011,7.3697,,,,0.05,,3472,,0.48
GJ 433 b,GJ 433,1,2,Radial Velocity,2011,7.3709,,,,0.08,,3461,0.5,0.59
GJ 433 c,GJ 433,1,2,Radial Velocity,2014,3400,,,,0.08,,3472,,0.48
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.6438986,,,,,,3500,,
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389524,0.365,23.4,2.01,,669,3500,0.45,0.46
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389788,0.374,23.1,1.73,0.15,686,3350,,
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.6438904,0.36,,,,,3500,0.45,0.45
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389846,,,,,,3456,0.43,0.42
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,0.372,22.1,1.8,0.13827,,,0.46,0.47
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.6438979,0.353,,,,,3585,0.44,0.45
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64385,0.377,23.1688,1.69,,649,3350,0.46,0.45
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.6,0.38,23.201,1.7,0.2,650,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389803,,25.4,,0.1616,,3479,0.45,0.45
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.644,,,,0.152,,3456,0.43,0.42
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.643859,,,,0.145,,3456,0.43,0.42
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.643943,,,,0.207,,3456,0.43,0.42
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64385,,,,0.16,,3350,,0.44
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.6441,,,,0.12,,,,0.41
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389803,0.366,25.4,,0.1616,,3416,0.46,0.56
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64386,0.37,23.1,,,,,0.45,
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,,,21.7,,0.1495,,,,0.45
GJ 504 b,GJ 504,1,1,Imaging,2013,,,1271.3,,,510,6234,,1.22
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.7076,,,,0.08,,3685,0.5,0.52
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.708,,,,0.119,,3674,0.51,0.51
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.366,,,,0,,,0.29,0.31
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.36874,,,,0,,,,
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.3686,,,,0,,3396,0.33,0.31
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.368,,,,0.022,,3396,0.33,0.31
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.36841,,,,0,,,0.29,0.31
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.9191,,,,0,,,0.29,0.31
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.919,,,,0.087,,3396,0.33,0.31
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.9292,,,,0.17,,,,
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.914,,,,0,,3396,0.33,0.31
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.14942,,,,0,,,,
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.149,,,,0,,3396,0.33,0.31
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.153,,,,0.125,,3396,0.33,0.31
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.14867,,,,0,,,0.29,0.31
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.628,,,,0.13,,3499,0.31,0.3
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,598.3,,,,0.3,,3700,,0.54
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.2004,,,,0.13,,3350,,0.33
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.2,,,,0.122,,3650,,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.20066,,,,0.172,,,,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.1999,,,,0.15,,3650,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.1,,,,0.27,,3650,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.155,,,,0.27,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.143,,,,0.133,,3650,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.14,,,,0.02,,3350,,0.33
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24,,,,0.02,,3350,,0.33
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,,,,0.03,,3350,,0.33
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.2,,,,0.08,,3350,,0.33
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,,,,0.2,,3600,,0.35
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1056.8,,,,0.326,,,,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1051.1,,2129,,0.323,,,,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1050.3,,,,0.328,,,,0.71
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1056.80005,,,,0.33,,3734,0.69,0.73
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,7337,,,,,,,,
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.6005,,,,0.262,,,,
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.6,,,,0.15,,,,0.71
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.37,,,,0.24,,,,0.71
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.39,,,,0.125,,,,
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,17.478,,,,0.08,,3028,,0.27
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,57.32,,,,0.1,,3028,,0.27
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,24.16,,,,0,,3816,0.54,0.55
GJ 687 b,GJ 687,1,1,Radial Velocity,2014,38.14,,,,0.04,,3340,0.43,0.45
GJ 687 b,GJ 687,1,1,Radial Velocity,2014,38.14,,,,0.04,,3413,0.42,0.41
GJ 832 b,GJ 832,1,2,Radial Velocity,2008,3507,,,,0.08,,,0.44,0.44
GJ 832 b,GJ 832,1,2,Radial Velocity,2008,3416,,,,0.12,,3657,0.48,0.45
GJ 832 b,GJ 832,1,2,Radial Velocity,2008,3657,,,,0.08,,3472,,0.45
GJ 832 c,GJ 832,1,2,Radial Velocity,2014,35.68,,,,0.18,,3472,,0.45
GJ 849 b,GJ 849,1,1,Radial Velocity,2006,1890,,,,0.06,,,,0.49
GJ 849 b,GJ 849,1,1,Radial Velocity,2006,1882,,,,0.04,,3241,0.53,0.65
GJ 849 b,GJ 849,1,1,Radial Velocity,2006,1845,,,,0.05,,,,0.49
GJ 849 b,GJ 849,1,1,Radial Velocity,2006,1924,,,,0.038,,3407,0.46,0.46
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.76491,,,,0.0416,,5151,,0.77
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.764,,,,0.046,,,,0.8
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.76491,,,,0.04,,5182,0.77,0.93
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.087,,845.3,,0.0368,,,,0.37
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,60.83,,804.076,,0.0338,,3271,0.35,0.34
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.065,,839.04,,0.031,,,,0.33
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.1166,,723.2235,,0.0324,,,0.3,0.32
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,60.85,,,,0.27,,3271,0.35,0.34
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.02,,,,0.1,,3271,0.35,0.34
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.082,,,,0.027,,3271,0.35,0.34
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.0881,,226.9846,,0.25591,,,0.3,0.32
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.12,,,,0.27,,3271,0.35,0.34
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.126,,,,0.25,,3271,0.35,0.34
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.259,,273.32,,0.265,,,,0.33
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.0784,,266.2,,0.2531,,,,0.37
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.455,,251.075,,0.2632,,3271,0.35,0.34
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93778,,,,0.207,,3271,0.35,0.34
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.938,,,,0.082,,3271,0.35,0.34
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.937848,,7.49,,0.119,,,,0.37
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93778,,6.83,,0.207,,,0.3,0.32
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93774,,7.53,,0,,3271,0.35,0.34
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93785,,,,0.124,,,,0.33
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.26,,14.6,,0.055,,,0.3,0.32
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.5,,16.58,,0.031,,,,0.37
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.4,,,,0.04,,3271,0.35,0.34
GJ 96 b,GJ 96,1,1,Radial Velocity,2018,73.94,,,,0.44,,3785,,0.6
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.2089802,0.145,3.42,4.5,,1172,4269,0.61,0.61
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.209,0.14,4.89,6.9,,,4255,0.6,0.61
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.2089819,0.141,4.91,6.93,0,,4340,0.6,0.61
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.208957,0.156,,,,1044,4255,0.65,0.66
GJ 9827 c,GJ 9827,1,3,Transit,2017,3.64802,0.121,,,,722,4255,0.65,0.66
GJ 9827 c,GJ 9827,1,3,Transit,2017,3.6480957,0.111,0.84,2.42,0,,4340,0.6,0.61
GJ 9827 c,GJ 9827,1,3,Transit,2017,3.648083,0.113,2.42,6.4,,811,4269,0.61,0.61
GJ 9827 d,GJ 9827,1,3,Transit,2017,6.20141,0.187,,,,605,4255,0.65,0.66
GJ 9827 d,GJ 9827,1,3,Transit,2017,6.2014698,0.18,4.04,2.69,0,,4340,0.6,0.61
