pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
Kepler-1202 b,Kepler-1202,1,1,Transit,5609.00,0.91,0.99,,,0.735,4.52,,1.3238
Kepler-1203 b,Kepler-1203,1,1,Transit,3814.00,0.57,0.58,0.240,[Fe/H],,4.69,,
Kepler-1203 b,Kepler-1203,1,1,Transit,3972.00,0.56,0.57,-0.100,[Fe/H],,4.69,,
Kepler-1203 b,Kepler-1203,1,1,Transit,3972.00,0.56,0.57,-0.100,[Fe/H],,4.69,,
Kepler-1203 b,Kepler-1203,1,1,Transit,3817.00,0.70,,,,,,,
Kepler-1203 b,Kepler-1203,1,1,Transit,4115.00,0.53,0.56,,,,4.73,14.000,
Kepler-1203 b,Kepler-1203,1,1,Transit,4033.00,0.77,0.63,,,0.140,4.47,,1.4004
Kepler-1203 b,Kepler-1203,1,1,Transit,4105.00,0.61,0.64,0.010,[Fe/H],,4.67,3.470,
Kepler-1203 b,Kepler-1203,1,1,Transit,3972.00,0.56,0.57,-0.100,[Fe/H],,4.69,,
Kepler-1204 b,Kepler-1204,1,1,Transit,6096.00,1.08,1.05,-0.040,[Fe/H],,4.40,,
Kepler-1204 b,Kepler-1204,1,1,Transit,6096.00,1.08,1.05,-0.040,[Fe/H],,4.40,,
Kepler-1204 b,Kepler-1204,1,1,Transit,6096.00,1.08,1.05,-0.040,[Fe/H],,4.40,,
Kepler-1204 b,Kepler-1204,1,1,Transit,6096.00,1.08,1.05,-0.040,[Fe/H],,4.40,,
Kepler-1204 b,Kepler-1204,1,1,Transit,6098.00,0.92,,,,,,,
Kepler-1204 b,Kepler-1204,1,1,Transit,5639.00,0.98,1.00,,,0.876,4.46,,1.0613
Kepler-1204 b,Kepler-1204,1,1,Transit,5825.00,1.03,1.03,0.060,[Fe/H],,4.42,4.270,
Kepler-1204 b,Kepler-1204,1,1,Transit,5639.00,0.98,1.00,,,0.876,4.46,,1.0613
Kepler-1204 b,Kepler-1204,1,1,Transit,6065.00,1.07,1.03,,,,4.40,3.800,
Kepler-1205 b,Kepler-1205,1,1,Transit,5325.00,0.74,,,,,,,
Kepler-1205 b,Kepler-1205,1,1,Transit,5242.00,0.82,0.78,,,,4.50,13.900,
Kepler-1205 b,Kepler-1205,1,1,Transit,5226.00,0.81,0.84,-0.040,[Fe/H],,4.56,4.900,
Kepler-1205 b,Kepler-1205,1,1,Transit,5325.00,0.98,0.86,0.140,[Fe/H],,4.38,,
Kepler-1205 b,Kepler-1205,1,1,Transit,5325.00,0.98,0.86,0.140,[Fe/H],,4.38,,
Kepler-1205 b,Kepler-1205,1,1,Transit,5325.00,0.98,0.86,0.140,[Fe/H],,4.38,,
Kepler-1205 b,Kepler-1205,1,1,Transit,5325.00,0.98,0.86,0.140,[Fe/H],,4.38,,
Kepler-1205 b,Kepler-1205,1,1,Transit,5025.00,0.82,0.84,,,0.382,4.54,,1.5509
Kepler-1206 b,Kepler-1206,1,1,Transit,4859.00,0.76,0.73,-0.020,[Fe/H],,4.54,,
Kepler-1206 b,Kepler-1206,1,1,Transit,4859.00,0.76,0.73,-0.020,[Fe/H],,4.54,,
Kepler-1206 b,Kepler-1206,1,1,Transit,4859.00,0.69,,,,,,,
Kepler-1206 b,Kepler-1206,1,1,Transit,4656.00,0.75,0.74,,,0.240,4.55,,1.7326
Kepler-1206 b,Kepler-1206,1,1,Transit,4877.00,0.75,0.80,0.070,[Fe/H],,4.60,3.550,
Kepler-1206 b,Kepler-1206,1,1,Transit,4821.00,0.68,0.69,,,,4.62,13.700,
Kepler-1206 b,Kepler-1206,1,1,Transit,4859.00,0.76,0.73,-0.020,[Fe/H],,4.54,,
Kepler-1206 b,Kepler-1206,1,1,Transit,4859.00,0.76,0.73,-0.020,[Fe/H],,4.54,,
Kepler-1207 b,Kepler-1207,1,1,Transit,6102.00,1.03,1.10,0.000,[Fe/H],,4.46,,
Kepler-1207 b,Kepler-1207,1,1,Transit,6102.00,1.03,1.10,0.000,[Fe/H],,4.46,,
Kepler-1207 b,Kepler-1207,1,1,Transit,6102.00,1.03,1.10,0.000,[Fe/H],,4.46,,
Kepler-1207 b,Kepler-1207,1,1,Transit,6102.00,1.03,1.10,0.000,[Fe/H],,4.46,,
Kepler-1207 b,Kepler-1207,1,1,Transit,6097.00,1.95,,,,,,,
Kepler-1207 b,Kepler-1207,1,1,Transit,5909.00,1.06,1.06,0.050,[Fe/H],,4.41,3.630,
Kepler-1207 b,Kepler-1207,1,1,Transit,5838.00,2.04,1.05,,,4.344,3.84,,0.1242
Kepler-1207 b,Kepler-1207,1,1,Transit,6057.00,0.96,1.05,,,,4.50,0.400,
Kepler-1208 b,Kepler-1208,1,1,Transit,4862.00,0.75,0.79,,,0.280,4.59,,1.9090
Kepler-1208 b,Kepler-1208,1,1,Transit,5080.00,0.79,0.79,0.000,[Fe/H],,4.54,,
Kepler-1208 b,Kepler-1208,1,1,Transit,4897.00,0.84,0.89,,,,4.54,,
Kepler-1208 b,Kepler-1208,1,1,Transit,5080.00,0.79,0.79,0.000,[Fe/H],,4.54,,
Kepler-1208 b,Kepler-1208,1,1,Transit,5001.00,0.76,0.80,-0.030,[Fe/H],,4.59,4.470,
Kepler-1208 b,Kepler-1208,1,1,Transit,5083.00,0.71,,,,,,,
Kepler-1208 b,Kepler-1208,1,1,Transit,5080.00,0.79,0.79,0.000,[Fe/H],,4.54,,
Kepler-1208 b,Kepler-1208,1,1,Transit,5080.00,0.79,0.79,0.000,[Fe/H],,4.54,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6344.00,1.38,1.21,0.020,[Fe/H],,4.24,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6326.00,1.22,1.14,,,,4.32,2.800,
Kepler-1209 b,Kepler-1209,1,1,Transit,6293.00,1.25,1.23,,,2.201,4.34,,0.6328
Kepler-1209 b,Kepler-1209,1,1,Transit,6210.00,1.38,1.23,0.120,[Fe/H],,4.24,3.090,
Kepler-1209 b,Kepler-1209,1,1,Transit,6150.00,1.26,,,,,,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6344.00,1.38,1.21,0.020,[Fe/H],,4.24,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6344.00,1.38,1.21,0.020,[Fe/H],,4.24,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6126.00,1.41,1.21,0.140,[Fe/H],,4.22,,
Kepler-1209 b,Kepler-1209,1,1,Transit,6293.00,1.25,1.23,,,2.201,4.34,,0.6328
Kepler-121 b,Kepler-121,1,2,Transit,5303.00,0.71,0.79,-0.380,[Fe/H],,4.63,,
Kepler-121 b,Kepler-121,1,2,Transit,5350.00,0.75,0.86,,,,4.62,0.500,
Kepler-121 b,Kepler-121,1,2,Transit,5354.00,0.82,0.86,-0.080,[Fe/H],,4.55,4.470,
Kepler-121 b,Kepler-121,1,2,Transit,5318.00,0.68,0.92,,,0.336,4.73,,2.8924
Kepler-121 b,Kepler-121,1,2,Transit,5311.00,0.70,,,,,4.65,,
Kepler-121 b,Kepler-121,1,2,Transit,5311.00,0.69,,,,,,,
Kepler-121 b,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-121 b,Kepler-121,1,2,Transit,5318.00,0.68,0.92,,,0.336,4.73,,2.8924
Kepler-121 b,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-121 b,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-121 c,Kepler-121,1,2,Transit,5303.00,0.71,0.79,-0.380,[Fe/H],,4.63,,
Kepler-121 c,Kepler-121,1,2,Transit,5350.00,0.75,0.86,,,,4.62,0.500,
Kepler-121 c,Kepler-121,1,2,Transit,5318.00,0.68,0.92,,,0.336,4.73,,2.8924
Kepler-121 c,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-121 c,Kepler-121,1,2,Transit,5311.00,0.69,,,,,,,
Kepler-121 c,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-121 c,Kepler-121,1,2,Transit,5354.00,0.82,0.86,-0.080,[Fe/H],,4.55,4.470,
Kepler-121 c,Kepler-121,1,2,Transit,5318.00,0.68,0.92,,,0.336,4.73,,2.8924
Kepler-121 c,Kepler-121,1,2,Transit,5311.00,0.70,,,,,4.65,,
Kepler-121 c,Kepler-121,1,2,Transit,5316.00,0.72,0.77,-0.380,[Fe/H],,4.61,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5767.00,0.93,,,,,,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5766.00,0.85,0.87,-0.320,[Fe/H],,4.52,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5766.00,0.85,0.87,-0.320,[Fe/H],,4.52,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5766.00,0.85,0.87,-0.320,[Fe/H],,4.52,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5766.00,0.85,0.87,-0.320,[Fe/H],,4.52,,
Kepler-1210 b,Kepler-1210,1,1,Transit,5791.00,0.90,0.96,,,,4.51,2.800,
Kepler-1210 b,Kepler-1210,1,1,Transit,5424.00,0.95,0.94,,,0.710,4.45,,1.0821
Kepler-1210 b,Kepler-1210,1,1,Transit,5568.00,0.92,0.94,0.040,[Fe/H],,4.49,5.130,
Kepler-1211 b,Kepler-1211,1,1,Transit,5787.00,1.16,,,,,,,
Kepler-1211 b,Kepler-1211,1,1,Transit,5769.00,1.17,1.03,,,1.363,4.32,,0.6454
Kepler-1211 b,Kepler-1211,1,1,Transit,5769.00,1.17,1.03,,,1.363,4.32,,0.6454
Kepler-1211 b,Kepler-1211,1,1,Transit,6075.00,0.97,1.05,-0.120,[Fe/H],,4.49,,
Kepler-1211 b,Kepler-1211,1,1,Transit,6075.00,0.97,1.05,-0.120,[Fe/H],,4.49,,
Kepler-1211 b,Kepler-1211,1,1,Transit,6075.00,0.97,1.05,-0.120,[Fe/H],,4.49,,
Kepler-1211 b,Kepler-1211,1,1,Transit,5705.00,0.94,0.96,-0.080,[Fe/H],,4.48,4.170,
Kepler-1211 b,Kepler-1211,1,1,Transit,6054.00,0.95,1.05,,,,4.50,0.400,
Kepler-1211 b,Kepler-1211,1,1,Transit,6075.00,0.97,1.05,-0.120,[Fe/H],,4.49,,
Kepler-1212 b,Kepler-1212,1,1,Transit,5996.17,1.18,1.11,-0.235,[M/H],1.626,4.34,,0.6731
Kepler-1212 b,Kepler-1212,1,1,Transit,5996.17,1.18,1.11,-0.235,[M/H],1.626,4.34,,0.6731
Kepler-1212 b,Kepler-1212,1,1,Transit,6051.00,1.15,1.10,0.030,[Fe/H],,4.36,3.240,
Kepler-1212 b,Kepler-1212,1,1,Transit,6122.00,1.15,,,,,,,
Kepler-1212 b,Kepler-1212,1,1,Transit,6134.00,0.99,1.08,,,,4.48,0.400,
Kepler-1212 b,Kepler-1212,1,1,Transit,6119.00,0.94,1.01,-0.260,[Fe/H],,4.50,,
Kepler-1212 b,Kepler-1212,1,1,Transit,6119.00,0.94,1.01,-0.260,[Fe/H],,4.50,,
Kepler-1212 b,Kepler-1212,1,1,Transit,6119.00,0.94,1.01,-0.260,[Fe/H],,4.50,,
Kepler-1212 b,Kepler-1212,1,1,Transit,6119.00,0.94,1.01,-0.260,[Fe/H],,4.50,,
Kepler-1213 b,Kepler-1213,1,1,Transit,6204.00,0.98,1.00,-0.300,[Fe/H],,4.45,,
Kepler-1213 b,Kepler-1213,1,1,Transit,6218.00,1.04,1.10,,,,4.44,1.000,
Kepler-1213 b,Kepler-1213,1,1,Transit,6204.00,0.98,1.00,-0.300,[Fe/H],,4.45,,
Kepler-1213 b,Kepler-1213,1,1,Transit,6074.00,1.18,1.20,0.300,[Fe/H],,4.37,,
Kepler-1213 b,Kepler-1213,1,1,Transit,6204.00,0.98,1.00,-0.300,[Fe/H],,4.45,,
Kepler-1213 b,Kepler-1213,1,1,Transit,5941.00,1.47,,,,,,,
Kepler-1213 b,Kepler-1213,1,1,Transit,6050.00,1.21,1.14,0.130,[Fe/H],,4.33,3.470,
Kepler-1214 b,Kepler-1214,1,1,Transit,5215.00,0.84,0.79,-0.060,[Fe/H],,4.48,,
Kepler-1214 b,Kepler-1214,1,1,Transit,5215.00,0.84,0.79,-0.060,[Fe/H],,4.48,,
Kepler-1214 b,Kepler-1214,1,1,Transit,5130.00,0.80,0.85,0.050,[Fe/H],,4.57,4.680,
Kepler-1214 b,Kepler-1214,1,1,Transit,5003.00,0.82,0.83,,,0.381,4.53,,1.4988
Kepler-1214 b,Kepler-1214,1,1,Transit,5212.00,0.76,,,,,,,
Kepler-1214 b,Kepler-1214,1,1,Transit,5019.00,0.93,0.95,,,,4.47,,
Kepler-1214 b,Kepler-1214,1,1,Transit,5215.00,0.84,0.79,-0.060,[Fe/H],,4.48,,
Kepler-1214 b,Kepler-1214,1,1,Transit,5215.00,0.84,0.79,-0.060,[Fe/H],,4.48,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5432.00,0.92,0.95,,,0.658,4.49,,1.2364
Kepler-1215 b,Kepler-1215,1,1,Transit,5633.00,0.89,,,,,,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5629.00,0.94,0.86,-0.160,[Fe/H],,4.43,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5629.00,0.94,0.86,-0.160,[Fe/H],,4.43,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5629.00,0.94,0.86,-0.160,[Fe/H],,4.43,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5629.00,0.94,0.86,-0.160,[Fe/H],,4.43,,
Kepler-1215 b,Kepler-1215,1,1,Transit,5625.00,0.95,0.88,,,,4.43,9.400,
Kepler-1215 b,Kepler-1215,1,1,Transit,5616.00,0.93,0.95,0.010,[Fe/H],,4.48,4.790,
Kepler-1216 b,Kepler-1216,1,1,Transit,6063.00,1.01,1.12,0.070,[Fe/H],,4.48,,
Kepler-1216 b,Kepler-1216,1,1,Transit,5657.00,1.18,0.97,0.140,[Fe/H],,4.28,,
Kepler-1216 b,Kepler-1216,1,1,Transit,5654.00,1.10,,,,,,,
Kepler-1216 b,Kepler-1216,1,1,Transit,5693.00,1.12,1.01,,,1.183,4.35,,0.7229
Kepler-1216 b,Kepler-1216,1,1,Transit,5743.00,0.98,0.99,0.030,[Fe/H],,4.46,4.070,
Kepler-1216 b,Kepler-1216,1,1,Transit,6002.00,0.94,1.04,,,,4.51,0.400,
Kepler-1216 b,Kepler-1216,1,1,Transit,6063.00,1.01,1.12,0.070,[Fe/H],,4.48,,
Kepler-1216 b,Kepler-1216,1,1,Transit,6063.00,1.01,1.12,0.070,[Fe/H],,4.48,,
Kepler-1217 b,Kepler-1217,1,1,Transit,6156.00,1.05,1.11,0.000,[Fe/H],,4.44,,
Kepler-1217 b,Kepler-1217,1,1,Transit,6151.00,1.04,,,,,,,
Kepler-1217 b,Kepler-1217,1,1,Transit,6156.00,1.05,1.11,0.000,[Fe/H],,4.44,,
Kepler-1217 b,Kepler-1217,1,1,Transit,5852.00,1.07,1.06,,,1.216,4.40,,0.8581
Kepler-1217 b,Kepler-1217,1,1,Transit,5905.00,1.08,1.06,0.070,[Fe/H],,4.40,3.800,
Kepler-1217 b,Kepler-1217,1,1,Transit,6111.00,0.97,1.07,,,,4.49,0.300,
Kepler-1217 b,Kepler-1217,1,1,Transit,6156.00,1.05,1.11,0.000,[Fe/H],,4.44,,
Kepler-1217 b,Kepler-1217,1,1,Transit,6156.00,1.05,1.11,0.000,[Fe/H],,4.44,,
Kepler-1218 b,Kepler-1218,1,1,Transit,5897.00,1.08,0.97,-0.100,[Fe/H],,4.36,,
Kepler-1218 b,Kepler-1218,1,1,Transit,5861.91,1.47,1.06,-0.112,[M/H],2.307,4.13,,0.3320
Kepler-1218 b,Kepler-1218,1,1,Transit,5986.00,1.10,1.06,-0.020,[Fe/H],,4.38,3.800,
Kepler-1218 b,Kepler-1218,1,1,Transit,5832.00,1.41,,,,,,,
Kepler-1218 b,Kepler-1218,1,1,Transit,6282.00,1.22,1.12,,,,4.32,3.110,
Kepler-1218 b,Kepler-1218,1,1,Transit,5861.91,1.47,1.06,-0.112,[M/H],2.307,4.13,,0.3320
Kepler-1218 b,Kepler-1218,1,1,Transit,5897.00,1.08,0.97,-0.100,[Fe/H],,4.36,,
Kepler-1218 b,Kepler-1218,1,1,Transit,5897.00,1.08,0.97,-0.100,[Fe/H],,4.36,,
Kepler-1218 b,Kepler-1218,1,1,Transit,5897.00,1.08,0.97,-0.100,[Fe/H],,4.36,,
Kepler-1219 b,Kepler-1219,1,1,Transit,5799.61,2.87,1.04,0.026,[M/H],8.424,3.54,,0.0438
Kepler-1219 b,Kepler-1219,1,1,Transit,6052.00,1.21,1.04,,,,4.29,5.900,
Kepler-1219 b,Kepler-1219,1,1,Transit,5799.61,2.87,1.04,0.026,[M/H],8.424,3.54,,0.0438
Kepler-1219 b,Kepler-1219,1,1,Transit,5944.00,1.94,1.25,0.050,[Fe/H],,3.97,4.370,
Kepler-1219 b,Kepler-1219,1,1,Transit,6053.00,1.19,0.99,-0.180,[Fe/H],,4.28,,
Kepler-1219 b,Kepler-1219,1,1,Transit,6053.00,1.19,0.99,-0.180,[Fe/H],,4.28,,
Kepler-1219 b,Kepler-1219,1,1,Transit,5822.00,2.89,1.46,0.060,[Fe/H],,3.68,,
Kepler-1219 b,Kepler-1219,1,1,Transit,6003.00,2.73,,,,,,,
Kepler-1219 b,Kepler-1219,1,1,Transit,6053.00,1.19,0.99,-0.180,[Fe/H],,4.28,,
Kepler-122 b,Kepler-122,1,5,Transit,6038.00,1.19,0.99,-0.160,[Fe/H],,4.28,,
Kepler-122 b,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 b,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 b,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 b,Kepler-122,1,5,Transit,6076.00,1.15,1.08,-0.060,[Fe/H],,4.35,3.890,
Kepler-122 b,Kepler-122,1,5,Transit,5917.00,1.27,,,,,,,
Kepler-122 b,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 b,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 b,Kepler-122,1,5,Transit,6102.00,0.97,1.07,,,,4.49,0.300,
Kepler-122 b,Kepler-122,1,5,Transit,6050.00,1.22,,,,,4.30,,
Kepler-122 c,Kepler-122,1,5,Transit,6050.00,1.22,,,,,4.30,,
Kepler-122 c,Kepler-122,1,5,Transit,5917.00,1.27,,,,,,,
Kepler-122 c,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 c,Kepler-122,1,5,Transit,6102.00,0.97,1.07,,,,4.49,0.300,
Kepler-122 c,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 c,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 c,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 c,Kepler-122,1,5,Transit,6038.00,1.19,0.99,-0.160,[Fe/H],,4.28,,
Kepler-122 c,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 c,Kepler-122,1,5,Transit,6076.00,1.15,1.08,-0.060,[Fe/H],,4.35,3.890,
Kepler-122 d,Kepler-122,1,5,Transit,6076.00,1.15,1.08,-0.060,[Fe/H],,4.35,3.890,
Kepler-122 d,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 d,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 d,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 d,Kepler-122,1,5,Transit,6102.00,0.97,1.07,,,,4.49,0.300,
Kepler-122 d,Kepler-122,1,5,Transit,5917.00,1.27,,,,,,,
Kepler-122 d,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 d,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 d,Kepler-122,1,5,Transit,6038.00,1.19,0.99,-0.160,[Fe/H],,4.28,,
Kepler-122 d,Kepler-122,1,5,Transit,6050.00,1.22,,,,,4.30,,
Kepler-122 e,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 e,Kepler-122,1,5,Transit,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 e,Kepler-122,1,5,Transit,5917.00,1.27,,,,,,,
Kepler-122 e,Kepler-122,1,5,Transit,,0.95,1.03,,,,,,
Kepler-122 e,Kepler-122,1,5,Transit,6050.00,1.22,,,,,4.30,,
Kepler-122 e,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 e,Kepler-122,1,5,Transit,6102.00,0.97,1.07,,,,4.49,0.300,
Kepler-122 e,Kepler-122,1,5,Transit,6076.00,1.15,1.08,-0.060,[Fe/H],,4.35,3.890,
Kepler-122 e,Kepler-122,1,5,Transit,6038.00,1.19,0.99,-0.160,[Fe/H],,4.28,,
Kepler-122 e,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 e,Kepler-122,1,5,Transit,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,,0.95,1.03,,,,,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,5917.00,1.27,,,,,,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6076.00,1.15,1.08,-0.060,[Fe/H],,4.35,3.890,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6012.00,1.26,1.11,,,1.862,4.28,,0.5579
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6038.00,1.19,0.99,-0.160,[Fe/H],,4.28,,
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,6102.00,0.97,1.07,,,,4.49,0.300,
Kepler-1220 b,Kepler-1220,1,1,Transit,5745.00,0.91,0.78,-0.520,[Fe/H],,4.41,,
Kepler-1220 b,Kepler-1220,1,1,Transit,5745.00,0.91,0.78,-0.520,[Fe/H],,4.41,,
Kepler-1220 b,Kepler-1220,1,1,Transit,5575.00,1.05,,,,,,,
Kepler-1220 b,Kepler-1220,1,1,Transit,5745.00,0.91,0.78,-0.520,[Fe/H],,4.41,,
Kepler-1220 b,Kepler-1220,1,1,Transit,5811.00,0.99,0.94,,,,4.42,6.600,
Kepler-1220 b,Kepler-1220,1,1,Transit,5873.00,0.99,1.06,,,1.059,4.47,,1.0797
Kepler-1220 b,Kepler-1220,1,1,Transit,5842.00,0.99,1.00,-0.040,[Fe/H],,4.45,3.630,
Kepler-1220 b,Kepler-1220,1,1,Transit,5573.00,0.98,0.96,0.160,[Fe/H],,4.43,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5195.00,0.69,0.69,-0.560,[Fe/H],,4.60,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5195.00,0.69,0.69,-0.560,[Fe/H],,4.60,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5195.00,0.69,0.69,-0.560,[Fe/H],,4.60,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5194.00,0.82,0.87,0.090,[Fe/H],,4.55,4.570,
Kepler-1221 b,Kepler-1221,1,1,Transit,,,,,,,,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5195.00,0.69,0.69,-0.560,[Fe/H],,4.60,,
Kepler-1221 b,Kepler-1221,1,1,Transit,5275.00,0.76,0.82,,,,4.60,3.800,
Kepler-1221 b,Kepler-1221,1,1,Transit,,,,,,,,,
Kepler-1222 b,Kepler-1222,1,1,Transit,5083.00,0.87,0.81,0.180,[Fe/H],,4.47,,
Kepler-1222 b,Kepler-1222,1,1,Transit,5166.00,0.68,0.75,-0.420,[Fe/H],,4.65,,
Kepler-1222 b,Kepler-1222,1,1,Transit,5166.00,0.68,0.75,-0.420,[Fe/H],,4.65,,
Kepler-1222 b,Kepler-1222,1,1,Transit,5066.00,0.75,,,,,,,
Kepler-1222 b,Kepler-1222,1,1,Transit,5220.00,0.72,0.82,,,,4.63,0.600,
Kepler-1222 b,Kepler-1222,1,1,Transit,5239.00,0.80,0.84,-0.040,[Fe/H],,4.56,4.370,
Kepler-1222 b,Kepler-1222,1,1,Transit,5121.00,0.75,0.86,,,0.349,4.62,,2.0422
Kepler-1222 b,Kepler-1222,1,1,Transit,5166.00,0.68,0.75,-0.420,[Fe/H],,4.65,,
Kepler-1223 b,Kepler-1223,1,1,Transit,4656.00,0.82,0.74,,,0.287,4.48,,1.3228
Kepler-1223 b,Kepler-1223,1,1,Transit,4870.00,0.75,0.80,0.040,[Fe/H],,4.60,3.630,
Kepler-1223 b,Kepler-1223,1,1,Transit,4872.00,0.76,,,,,,,
Kepler-1223 b,Kepler-1223,1,1,Transit,4873.00,0.80,0.84,0.320,[Fe/H],,4.56,,
Kepler-1223 b,Kepler-1223,1,1,Transit,4656.00,0.82,0.74,,,0.287,4.48,,1.3228
Kepler-1223 b,Kepler-1223,1,1,Transit,4875.00,0.80,0.84,0.320,[Fe/H],,4.56,,
Kepler-1223 b,Kepler-1223,1,1,Transit,4875.00,0.80,0.84,0.320,[Fe/H],,4.56,,
Kepler-1223 b,Kepler-1223,1,1,Transit,4761.00,0.66,0.68,,,,4.63,13.600,
Kepler-1223 b,Kepler-1223,1,1,Transit,4875.00,0.80,0.84,0.320,[Fe/H],,4.56,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6113.00,1.22,1.19,0.220,[Fe/H],,4.34,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6282.00,1.05,1.01,-0.280,[Fe/H],,4.41,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6282.00,1.05,1.01,-0.280,[Fe/H],,4.41,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6282.00,1.05,1.01,-0.280,[Fe/H],,4.41,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6125.00,1.19,,,,,,,
Kepler-1224 b,Kepler-1224,1,1,Transit,6254.00,1.19,1.21,,,1.963,4.37,,0.7121
Kepler-1224 b,Kepler-1224,1,1,Transit,6254.00,1.19,1.21,,,1.963,4.37,,0.7121
Kepler-1224 b,Kepler-1224,1,1,Transit,6155.00,1.22,1.18,0.140,[Fe/H],,4.34,2.340,
Kepler-1224 b,Kepler-1224,1,1,Transit,6292.00,1.08,1.13,,,,4.42,1.110,
Kepler-1225 b,Kepler-1225,1,1,Transit,6341.00,1.03,1.08,-0.240,[Fe/H],,4.45,,
Kepler-1225 b,Kepler-1225,1,1,Transit,6341.00,1.03,1.08,-0.240,[Fe/H],,4.45,,
